"LAT","LON","ship_type","SHIPNAME","DATETIME","DIFFERENCE","ID","ship_type_and_name","DISTANCE","TIME","TYPE"
57.68303,11.85268,"Tug","ICEBEAM",2016-12-19 23:37:07,127,775128,"Tug ICEBEAM",1202.74075598577,129,"departure"
54.36386,18.66486,"Tug","IKAR",2016-12-16 09:05:02,120,779301,"Tug IKAR",NA,NA,"arrival"
54.37982,18.66038,"Tug","IKAR",2016-12-16 08:57:02,480,779302,"Tug IKAR",1800.25383034843,480,"departure"
54.79852,18.43365,"Tug","IMOR",2016-12-17 16:17:07,120,781602,"Tug IMOR",NA,NA,"arrival"
54.79881,18.56626,"Tug","IMOR",2016-12-15 10:41:07,192960,781603,"Tug IMOR",8509.679653142,192960,"departure"
57.64155,11.81408,"Tug","INGEMAR",2016-12-16 09:59:08,117,792055,"Tug INGEMAR",NA,NA,"arrival"
57.6234,11.81051,"Tug","INGEMAR",2016-12-16 09:57:08,118,792056,"Tug INGEMAR",2031.61931157075,120,"departure"
54.35652,18.67622,"Tug","INZ. ST. LEGOWSKI",2016-12-14 10:09:01,121,798108,"Tug INZ. ST. LEGOWSKI",NA,NA,"arrival"
54.77827,18.53787,"Tug","INZ. ST. LEGOWSKI",2016-12-14 02:29:07,27594,798109,"Tug INZ. ST. LEGOWSKI",47790.4487550447,27594,"departure"
59.88471,30.20906,"Tug","IVAN KRUZENSHTERN",2016-12-14 10:09:04,120,804119,"Tug IVAN KRUZENSHTERN",NA,NA,"arrival"
59.92099,30.00418,"Tug","IVAN KRUZENSHTERN",2016-12-13 23:39:04,37799,804120,"Tug IVAN KRUZENSHTERN",12129.1658002443,37800,"departure"
54.37517,18.6615,"Tug","JAMES COOK",2016-12-18 00:11:02,120,807931,"Tug JAMES COOK",NA,NA,"arrival"
54.37533,18.6615,"Tug","JAMES COOK",2016-12-18 00:09:02,120,807932,"Tug JAMES COOK",17.8111185265374,120,"departure"
55.66532,21.14814,"Tug","JURINIS",2016-12-14 12:07:07,119,850742,"Tug JURINIS",NA,NA,"arrival"
55.66536,21.14813,"Tug","JURINIS",2016-12-14 12:05:07,120,850743,"Tug JURINIS",4.49682864132874,120,"departure"
57.69098,11.85578,"Tug","K10",2016-12-17 10:47:07,118,853553,"Tug K10",NA,NA,"arrival"
57.6884,11.85577,"Tug","K10",2016-12-17 10:45:07,118,853554,"Tug K10",287.204902591152,120,"departure"
54.79666,18.43039,"Tug","KAMBR",2016-12-19 11:21:06,120,857221,"Tug KAMBR",NA,NA,"arrival"
54.79793,18.44127,"Tug","KAMBR",2016-12-19 11:19:08,118,857222,"Tug KAMBR",712.365818354189,118,"departure"
54.63588,19.96367,"Tug","KAPITAN MARTYSHKIN",2016-12-17 02:33:02,121,872976,"Tug KAPITAN MARTYSHKIN",NA,NA,"arrival"
54.63297,19.90732,"Tug","KAPITAN MARTYSHKIN",2016-12-17 02:17:03,959,872977,"Tug KAPITAN MARTYSHKIN",3645.09571129243,959,"departure"
59.88928,30.20958,"Tug","KAPITAN NIKOLAEV",2016-12-17 14:25:04,119,875231,"Tug KAPITAN NIKOLAEV",NA,NA,"arrival"
59.88943,30.20942,"Tug","KAPITAN NIKOLAEV",2016-12-17 14:23:04,119,875232,"Tug KAPITAN NIKOLAEV",18.9383413768053,120,"departure"
59.91299,30.24339,"Tug","KAPITAN PLAKHIN",2016-12-15 03:51:04,120,881726,"Tug KAPITAN PLAKHIN",NA,NA,"arrival"
59.91276,30.2436,"Tug","KAPITAN PLAKHIN",2016-12-15 03:49:04,119,881727,"Tug KAPITAN PLAKHIN",28.1581383238093,120,"departure"
54.53081,18.57949,"Tug","KAPITAN POINC",2016-12-20 08:47:06,121,882737,"Tug KAPITAN POINC",NA,NA,"arrival"
54.53566,18.56371,"Tug","KAPITAN POINC",2016-12-20 08:45:07,119,882738,"Tug KAPITAN POINC",1153.40935259282,119,"departure"
59.88229,30.19494,"Tug","KAPITAN SOROKIN",2016-12-14 20:13:05,118,891427,"Tug KAPITAN SOROKIN",NA,NA,"arrival"
59.88205,30.19553,"Tug","KAPITAN SOROKIN",2016-12-14 20:11:05,119,891428,"Tug KAPITAN SOROKIN",42.4250979471955,120,"departure"
59.92069,30.00488,"Tug","KAPITAN ZARUBIN",2016-12-15 04:25:05,119,896879,"Tug KAPITAN ZARUBIN",NA,NA,"arrival"
59.91253,30.24026,"Tug","KAPITAN ZARUBIN",2016-12-14 02:29:04,93360,896880,"Tug KAPITAN ZARUBIN",13165.570541008,93361,"departure"
59.91943,30.01164,"Tug","KARU",2016-12-14 15:21:04,119,903662,"Tug KARU",NA,NA,"arrival"
59.91271,30.2402,"Tug","KARU",2016-12-14 02:29:04,46319,903663,"Tug KARU",12775.7684072264,46320,"departure"
57.69227,11.90352,"Tug","KBV 001",2016-12-14 13:09:08,117,905905,"Tug KBV 001",NA,NA,"arrival"
57.68859,11.89151,"Tug","KBV 001",2016-12-14 13:07:08,118,905906,"Tug KBV 001",823.684435301293,120,"departure"
57.74871,11.60501,"Tug","KBV 032",2016-12-14 12:27:06,119,906784,"Tug KBV 032",NA,NA,"arrival"
57.99781,11.70603,"Tug","KBV 032",2016-12-13 13:43:05,81841,906785,"Tug KBV 032",28367.2127638435,81841,"departure"
57.74836,11.61581,"Tug","KBV 316",2016-12-15 13:53:06,119,908760,"Tug KBV 316",NA,NA,"arrival"
57.65024,11.61424,"Tug","KBV 316",2016-12-14 15:01:05,82321,908761,"Tug KBV 316",10923.0676879677,82321,"departure"
57.70366,11.67327,"Tug","KBV 475",2016-12-15 11:15:06,120,909503,"Tug KBV 475",NA,NA,"arrival"
57.69167,11.70144,"Tug","KBV 475",2016-12-15 11:13:05,121,909504,"Tug KBV 475",2142.35293433807,121,"departure"
57.68163,11.87052,"Tug","KBV 490",2016-12-19 14:07:05,119,910065,"Tug KBV 490",NA,NA,"arrival"
57.68163,11.87057,"Tug","KBV 490",2016-12-19 14:05:05,120,910066,"Tug KBV 490",2.97569982764714,120,"departure"
57.71406,11.95755,"Tug","KBV 494",2016-12-15 09:01:05,119,910792,"Tug KBV 494",NA,NA,"arrival"
57.71445,11.95784,"Tug","KBV 494",2016-12-15 08:59:05,120,910793,"Tug KBV 494",46.7136666557604,120,"departure"
54.65533,19.81717,"Tug","KENDRICK",2016-12-19 00:27:03,119,916825,"Tug KENDRICK",NA,NA,"arrival"
55.01933,20.22883,"Tug","KENDRICK",2016-12-18 22:39:03,6480,916826,"Tug KENDRICK",48356.6307091402,6480,"departure"
55.67769,21.13985,"Tug","KLASCO-3",2016-12-16 16:21:06,3721,922956,"Tug KLASCO-3",NA,NA,"arrival"
55.72545,21.09185,"Tug","KLASCO-3",2016-12-16 12:33:07,13679,922957,"Tug KLASCO-3",6110.03107173683,13679,"departure"
55.64559,21.16181,"Tug","KLASCO1",2016-12-16 19:07:05,121,923085,"Tug KLASCO1",NA,NA,"arrival"
55.68169,21.13725,"Tug","KLASCO1",2016-12-16 18:21:06,2759,923086,"Tug KLASCO1",4304.36293497518,2759,"departure"
55.6798,21.1373,"Tug","KLASCO2",2016-12-15 11:09:07,120,923227,"Tug KLASCO2",NA,NA,"arrival"
55.70633,21.11933,"Tug","KLASCO2",2016-12-15 10:57:06,721,923228,"Tug KLASCO2",3161.20808303823,721,"departure"
54.61981,18.88518,"Tug","KOL-110",2016-12-13 11:31:02,120,932415,"Tug KOL-110",NA,NA,"arrival"
54.61851,18.8991,"Tug","KOL-110",2016-12-13 11:21:01,601,932416,"Tug KOL-110",908.808679003611,601,"departure"
54.79717,18.43536,"Tug","KOL-149",2016-12-17 16:35:06,11040,932919,"Tug KOL-149",NA,NA,"arrival"
54.79658,18.41391,"Tug","KOL-149",2016-12-13 13:35:07,356399,932920,"Tug KOL-149",1378.07926183565,356399,"departure"
54.79544,18.42675,"Tug","KOL-48",2016-12-13 12:51:07,121,933178,"Tug KOL-48",NA,NA,"arrival"
54.79836,18.43598,"Tug","KOL-48",2016-12-13 12:49:08,119,933179,"Tug KOL-48",675.647377078157,119,"departure"
54.64821,19.86672,"Tug","KOMMUNAR",2016-12-17 04:41:02,121,937942,"Tug KOMMUNAR",NA,NA,"arrival"
54.63287,19.90823,"Tug","KOMMUNAR",2016-12-17 04:29:03,719,937943,"Tug KOMMUNAR",3172.84519543591,719,"departure"
59.91463,30.25963,"Tug","KONSTANTIN",2016-12-15 03:45:04,119,941726,"Tug KONSTANTIN",NA,NA,"arrival"
59.9145,30.25952,"Tug","KONSTANTIN",2016-12-15 03:43:04,119,941727,"Tug KONSTANTIN",15.7195729712824,120,"departure"
54.77155,18.56968,"Tug","KONTROLER 19",2016-12-20 09:31:07,355,942742,"Tug KONTROLER 19",NA,NA,"arrival"
54.79565,18.44004,"Tug","KONTROLER 19",2016-12-20 09:11:07,1200,942743,"Tug KONTROLER 19",8743.87254212054,1200,"departure"
54.36619,18.64973,"Tug","KOZIOROZEC-O-01",2016-12-16 08:45:02,119,950326,"Tug KOZIOROZEC-O-01",NA,NA,"arrival"
54.36521,18.64994,"Tug","KOZIOROZEC-O-01",2016-12-16 08:43:01,121,950327,"Tug KOZIOROZEC-O-01",109.939990173954,121,"departure"
54.98685,20.39023,"Tug","KUBAN",2016-12-17 10:11:03,120,960095,"Tug KUBAN",NA,NA,"arrival"
54.98218,20.30837,"Tug","KUBAN",2016-12-17 10:09:03,120,960096,"Tug KUBAN",5254.57684183077,120,"departure"
54.69183,20.19699,"Tug","LIGER",2016-12-17 01:23:03,240,991565,"Tug LIGER",NA,NA,"arrival"
54.52992,20.19698,"Tug","LIGER",2016-12-17 01:21:03,120,991566,"Tug LIGER",18023.738765869,120,"departure"
59.89045,30.20623,"Tug","LOOKMAN",2016-12-20 09:31:04,119,1009661,"Tug LOOKMAN",NA,NA,"arrival"
59.88041,30.19512,"Tug","LOOKMAN",2016-12-20 09:11:04,1200,1009662,"Tug LOOKMAN",1278.35117911207,1200,"departure"
55.71148,21.11581,"Tug","LOTAS",2016-12-20 09:31:06,119,1018966,"Tug LOTAS",NA,NA,"arrival"
55.67081,21.14397,"Tug","LOTAS",2016-12-20 09:11:06,1200,1018967,"Tug LOTAS",4859.94011158409,1200,"departure"
54.65893,20.12295,"Tug","LOTSMAN-3",2016-12-15 20:29:03,119,1024312,"Tug LOTSMAN-3",NA,NA,"arrival"
54.70002,19.851,"Tug","LOTSMAN-3",2016-12-15 20:27:03,120,1024313,"Tug LOTSMAN-3",18090.3440348629,120,"departure"
59.91118,30.0523,"Tug","LOTSMAN FEDOROV",2016-12-18 03:35:04,120,1026049,"Tug LOTSMAN FEDOROV",NA,NA,"arrival"
59.91486,30.03421,"Tug","LOTSMAN FEDOROV",2016-12-18 03:33:04,119,1026050,"Tug LOTSMAN FEDOROV",1089.48195372552,120,"departure"
54.65726,19.83738,"Tug","LOTSMAN SARZHIN",2016-12-20 10:59:03,120,1026056,"Tug LOTSMAN SARZHIN",NA,NA,"arrival"
54.63261,19.90459,"Tug","LOTSMAN SARZHIN",2016-12-20 10:45:03,840,1026057,"Tug LOTSMAN SARZHIN",5125.64788290996,840,"departure"
55.72447,21.09727,"Tug","LTU SAR SHIP SAKIAI",2016-12-20 08:19:06,119,1033539,"Tug LTU SAR SHIP SAKIAI",NA,NA,"arrival"
55.71511,21.11155,"Tug","LTU SAR SHIP SAKIAI",2016-12-20 08:09:15,591,1033540,"Tug LTU SAR SHIP SAKIAI",1373.79565790914,591,"departure"
57.88801,11.65618,"Tug","M/S ALO",2016-12-13 11:35:05,120,1044546,"Tug M/S ALO",NA,NA,"arrival"
57.87987,11.64797,"Tug","M/S ALO",2016-12-13 11:33:05,120,1044547,"Tug M/S ALO",1028.18770991399,120,"departure"
54.40533,18.66537,"Tug","MAJA",2016-12-14 10:09:07,115,1057585,"Tug MAJA",NA,NA,"arrival"
54.36606,18.64834,"Tug","MAJA",2016-12-14 02:51:02,26279,1057586,"Tug MAJA",4508.75543333299,26285,"departure"
54.63621,19.92242,"Tug","MARIEKE",2016-12-14 10:11:03,119,1074201,"Tug MARIEKE",NA,NA,"arrival"
55.72043,20.80652,"Tug","MARIEKE",2016-12-13 20:41:06,48597,1074202,"Tug MARIEKE",133134.612050079,48597,"departure"
59.89084,30.15206,"Tug","MB-96",2016-12-15 16:19:05,119,1086759,"Tug MB-96",NA,NA,"arrival"
59.88697,30.1716,"Tug","MB-96",2016-12-15 16:17:04,120,1086760,"Tug MB-96",1173.20209313073,121,"departure"
54.63951,19.89557,"Tug","MB97",2016-12-17 03:45:03,120,1087472,"Tug MB97",NA,NA,"arrival"
54.63956,19.89552,"Tug","MB97",2016-12-16 12:37:02,54481,1087473,"Tug MB97",6.43084518068432,54481,"departure"
54.95604,20.21149,"Tug","MERITUS",2016-12-17 13:59:02,120,1091176,"Tug MERITUS",NA,NA,"arrival"
54.95612,20.21144,"Tug","MERITUS",2016-12-17 13:57:02,120,1091177,"Tug MERITUS",9.46168269568734,120,"departure"
59.88179,30.18715,"Tug","MERKURIY",2016-12-14 22:57:04,120,1096789,"Tug MERKURIY",NA,NA,"arrival"
59.89271,30.21037,"Tug","MERKURIY",2016-12-14 22:55:04,119,1096790,"Tug MERKURIY",1777.48469379504,120,"departure"
54.78175,18.55804,"Tug","MEWO NAVIGATOR",2016-12-17 19:13:07,120,1099458,"Tug MEWO NAVIGATOR",NA,NA,"arrival"
54.78692,18.54412,"Tug","MEWO NAVIGATOR",2016-12-17 19:11:06,121,1099459,"Tug MEWO NAVIGATOR",1062.86734080904,121,"departure"
55.71274,21.11336,"Tug","MINGE",2016-12-18 22:45:05,241,1115956,"Tug MINGE",NA,NA,"arrival"
55.72835,21.06114,"Tug","MINGE",2016-12-18 22:37:06,479,1115957,"Tug MINGE",3706.67078527542,479,"departure"
55.70308,21.12929,"Tug","MINTIS",2016-12-16 03:53:07,22440,1116409,"Tug MINTIS",NA,NA,"arrival"
55.70301,21.12916,"Tug","MINTIS",2016-12-16 03:51:06,121,1116410,"Tug MINTIS",11.2790075738708,121,"departure"
59.90925,30.22437,"Tug","MOSCHNIY",2016-12-16 17:35:04,120,1128048,"Tug MOSCHNIY",NA,NA,"arrival"
59.90916,30.22439,"Tug","MOSCHNIY",2016-12-16 14:47:04,10079,1128049,"Tug MOSCHNIY",10.0807463424691,10080,"departure"
59.91534,30.25696,"Tug","MOSCHNYI",2016-12-20 09:31:04,119,1129801,"Tug MOSCHNYI",NA,NA,"arrival"
59.91095,30.23809,"Tug","MOSCHNYI",2016-12-20 09:11:04,1200,1129802,"Tug MOSCHNYI",1160.92510443898,1200,"departure"
59.90029,30.22003,"Tug","MUDYUG",2016-12-14 10:09:04,120,1143818,"Tug MUDYUG",NA,NA,"arrival"
59.9334,30.28848,"Tug","MUDYUG",2016-12-14 02:29:04,27599,1143819,"Tug MUDYUG",5307.86956302791,27600,"departure"
59.87437,30.20618,"Tug","MURMANSK",2016-12-13 18:05:05,118,1148824,"Tug MURMANSK",NA,NA,"arrival"
59.87415,30.20612,"Tug","MURMANSK",2016-12-13 18:03:05,119,1148825,"Tug MURMANSK",24.718655400728,120,"departure"
55.69104,21.12764,"Tug","MUSHA",2016-12-19 08:17:06,120,1152960,"Tug MUSHA",NA,NA,"arrival"
55.69953,21.1211,"Tug","MUSHA",2016-12-19 08:13:06,240,1152961,"Tug MUSHA",1030.32785945155,240,"departure"
59.91343,30.04177,"Tug","MUSON",2016-12-15 08:01:13,111,1152978,"Tug MUSON",NA,NA,"arrival"
59.91033,30.05698,"Tug","MUSON",2016-12-15 07:59:04,128,1152979,"Tug MUSON",916.30502360675,129,"departure"
54.6896,20.38051,"Tug","NADEZHDA",2016-12-19 09:57:03,119,1154580,"Tug NADEZHDA",NA,NA,"arrival"
54.68936,20.36606,"Tug","NADEZHDA",2016-12-19 09:53:02,241,1154581,"Tug NADEZHDA",930.147296197195,241,"departure"
54.6484,19.9065,"Tug","NADEZHNIY",2016-12-16 20:13:03,119,1158274,"Tug NADEZHNIY",NA,NA,"arrival"
54.64835,19.90652,"Tug","NADEZHNIY",2016-12-16 20:11:02,121,1158275,"Tug NADEZHNIY",5.71309568244095,121,"departure"
55.72824,21.06781,"Tug","NATO WARSHIP M53",2016-12-19 22:35:05,120,1170280,"Tug NATO WARSHIP M53",NA,NA,"arrival"
55.72988,21.04256,"Tug","NATO WARSHIP M53",2016-12-19 22:33:06,119,1170281,"Tug NATO WARSHIP M53",1593.28471624606,119,"departure"
55.17938,19.82133,"Tug","NEFTEGAZ-31",2016-12-15 01:37:03,119,1181126,"Tug NEFTEGAZ-31",NA,NA,"arrival"
54.66799,19.82082,"Tug","NEFTEGAZ-31",2016-12-14 21:35:02,14521,1181127,"Tug NEFTEGAZ-31",56927.6837452597,14521,"departure"
54.79816,18.42727,"Tug","NEPTUN W",2016-12-16 05:55:08,40200,1186729,"Tug NEPTUN W",NA,NA,"arrival"
54.79548,18.41867,"Tug","NEPTUN W",2016-12-16 05:51:07,241,1186730,"Tug NEPTUN W",627.364770426828,241,"departure"
54.98509,20.30384,"Tug","NERO",2016-12-19 05:33:03,119,1187815,"Tug NERO",NA,NA,"arrival"
54.98031,20.40794,"Tug","NERO",2016-12-19 05:31:03,120,1187816,"Tug NERO",6670.93058905207,120,"departure"
59.95117,30.40012,"Tug","NEVSKAYA ZASTAVA",2016-12-14 10:09:04,121,1199479,"Tug NEVSKAYA ZASTAVA",NA,NA,"arrival"
59.85715,30.49612,"Tug","NEVSKAYA ZASTAVA",2016-12-14 02:29:04,27600,1199480,"Tug NEVSKAYA ZASTAVA",11758.3728683711,27600,"departure"
55.62598,20.80734,"Tug","NZ55",2016-12-17 12:55:05,121,1240097,"Tug NZ55",NA,NA,"arrival"
55.70774,20.80053,"Tug","NZ55",2016-12-17 07:35:06,19199,1240098,"Tug NZ55",9111.51890679854,19199,"departure"
54.39485,18.67397,"Tug","OCEANIA",2016-12-17 23:53:02,120,1248961,"Tug OCEANIA",NA,NA,"arrival"
54.395,18.67381,"Tug","OCEANIA",2016-12-17 23:51:02,120,1248962,"Tug OCEANIA",19.6557394904274,120,"departure"
54.53331,18.57825,"Tug","OCEANOGRAF",2016-12-16 06:55:07,120,1254838,"Tug OCEANOGRAF",NA,NA,"arrival"
54.53573,18.56471,"Tug","OCEANOGRAF",2016-12-16 06:53:06,121,1254839,"Tug OCEANOGRAF",915.086291338938,121,"departure"
57.65945,11.63523,"Tug","OCKERO MARITIME 1",2016-12-18 11:13:05,121,1257407,"Tug OCKERO MARITIME 1",NA,NA,"arrival"
57.66461,11.68068,"Tug","OCKERO MARITIME 1",2016-12-18 11:11:08,117,1257408,"Tug OCKERO MARITIME 1",2766.65920712941,117,"departure"
57.72351,11.66417,"Tug","OCKERO MARITIME 2",2016-12-14 14:55:06,359,1259146,"Tug OCKERO MARITIME 2",NA,NA,"arrival"
57.73568,11.66413,"Tug","OCKERO MARITIME 2",2016-12-14 14:47:05,481,1259147,"Tug OCKERO MARITIME 2",1354.76028896096,481,"departure"
54.68392,19.80845,"Tug","ODISSEY",2016-12-16 06:47:03,119,1259420,"Tug ODISSEY",NA,NA,"arrival"
54.83105,19.80945,"Tug","ODISSEY",2016-12-16 04:47:03,7200,1259421,"Tug ODISSEY",16378.562644349,7200,"departure"
54.52919,18.526,"Tug","ODYS",2016-12-17 20:51:07,119,1261245,"Tug ODYS",NA,NA,"arrival"
54.52943,18.52593,"Tug","ODYS",2016-12-17 20:49:07,120,1261246,"Tug ODYS",27.0966340349318,120,"departure"
54.68774,20.21223,"Tug","OLEG STRASHNOV",2016-12-17 13:13:02,240,1264774,"Tug OLEG STRASHNOV",NA,NA,"arrival"
54.69018,20.1966,"Tug","OLEG STRASHNOV",2016-12-17 13:09:03,239,1264775,"Tug OLEG STRASHNOV",1041.73565030928,239,"departure"
54.53458,18.55618,"Tug","OPAL",2016-12-19 16:47:07,120,1277219,"Tug OPAL",NA,NA,"arrival"
54.53518,18.55029,"Tug","OPAL",2016-12-19 16:45:06,121,1277220,"Tug OPAL",386.244366000714,121,"departure"
54.49074,18.63225,"Tug","ORP ARCTOWSKI",2016-12-14 10:09:07,115,1291982,"Tug ORP ARCTOWSKI",NA,NA,"arrival"
54.54216,18.55809,"Tug","ORP ARCTOWSKI",2016-12-14 02:29:07,27594,1291983,"Tug ORP ARCTOWSKI",7465.14086198824,27600,"departure"
54.72737,18.96446,"Tug","ORP BALTYK",2016-12-13 12:51:02,119,1297114,"Tug ORP BALTYK",NA,NA,"arrival"
54.74684,18.985,"Tug","ORP BALTYK",2016-12-13 12:49:02,120,1297115,"Tug ORP BALTYK",2537.7451516584,120,"departure"
54.41934,18.8949,"Tug","ORP CZERNICKI",2016-12-13 11:31:02,120,1298089,"Tug ORP CZERNICKI",NA,NA,"arrival"
54.42844,18.87161,"Tug","ORP CZERNICKI",2016-12-13 11:21:01,601,1298090,"Tug ORP CZERNICKI",1816.94973737463,601,"departure"
54.54266,18.58431,"Tug","ORP FLAMING",2016-12-13 12:11:08,120,1299163,"Tug ORP FLAMING",NA,NA,"arrival"
54.54711,18.58494,"Tug","ORP FLAMING",2016-12-13 12:09:07,121,1299164,"Tug ORP FLAMING",497.03930860681,121,"departure"
54.50742,18.67815,"Tug","ORP KORMORAN",2016-12-13 11:31:08,114,1301910,"Tug ORP KORMORAN",NA,NA,"arrival"
54.4961,18.69812,"Tug","ORP KORMORAN",2016-12-13 11:21:01,601,1301911,"Tug ORP KORMORAN",1803.96944924886,607,"departure"
54.56668,18.78334,"Tug","ORP ZBYSZKO",2016-12-15 06:09:08,114,1303417,"Tug ORP ZBYSZKO",NA,NA,"arrival"
54.58204,18.79522,"Tug","ORP ZBYSZKO",2016-12-15 06:07:08,114,1303418,"Tug ORP ZBYSZKO",1873.83888778865,120,"departure"
55.65722,21.15726,"Tug","PELICAN",2016-12-14 18:39:06,NA,1335641,"Tug PELICAN",NA,NA,"arrival"
55.65639,21.15453,"Tug","PELICAN",2016-12-14 18:37:07,119,1335642,"Tug PELICAN",194.757824464022,119,"departure"
54.96758,20.22197,"Tug","PETER THE GREAT",2016-12-17 12:55:02,121,1348311,"Tug PETER THE GREAT",NA,NA,"arrival"
54.96026,20.2185,"Tug","PETER THE GREAT",2016-12-17 12:47:02,480,1348312,"Tug PETER THE GREAT",844.495083596288,480,"departure"
54.52378,18.54962,"Tug","PILOT-3",2016-12-17 15:19:07,120,1356768,"Tug PILOT-3",NA,NA,"arrival"
54.52387,18.54965,"Tug","PILOT-3",2016-12-17 15:17:07,120,1356769,"Tug PILOT-3",10.2045069146692,120,"departure"
54.53499,18.60472,"Tug","PILOT-5",2016-12-18 19:47:01,121,1358022,"Tug PILOT-5",NA,NA,"arrival"
54.53472,18.5624,"Tug","PILOT-5",2016-12-18 19:41:07,354,1358023,"Tug PILOT-5",2733.54687882595,354,"departure"
57.68067,11.84763,"Tug","PILOT 115 SE",2016-12-19 12:59:07,120,1358633,"Tug PILOT 115 SE",NA,NA,"arrival"
57.68347,11.87015,"Tug","PILOT 115 SE",2016-12-19 12:55:04,241,1358634,"Tug PILOT 115 SE",1376.00649897729,243,"departure"
54.43705,18.76387,"Tug","PILOT 20",2016-12-16 12:57:07,115,1360137,"Tug PILOT 20",NA,NA,"arrival"
54.45253,18.83314,"Tug","PILOT 20",2016-12-16 12:55:01,121,1360138,"Tug PILOT 20",4803.6361641426,126,"departure"
57.68736,11.70803,"Tug","PILOT 218 SE",2016-12-14 14:11:05,120,1362606,"Tug PILOT 218 SE",NA,NA,"arrival"
57.69853,11.69123,"Tug","PILOT 218 SE",2016-12-14 14:09:06,119,1362607,"Tug PILOT 218 SE",1595.36392091823,119,"departure"
57.70667,11.6631,"Tug","PILOT 729 SE",2016-12-13 23:25:05,120,1362703,"Tug PILOT 729 SE",NA,NA,"arrival"
57.70665,11.66311,"Tug","PILOT 729 SE",2016-12-13 23:23:06,119,1362704,"Tug PILOT 729 SE",2.304455275111,119,"departure"
57.63811,11.6481,"Tug","PILOT 745 SE",2016-12-20 10:27:05,120,1362959,"Tug PILOT 745 SE",NA,NA,"arrival"
57.67402,11.83795,"Tug","PILOT 745 SE",2016-12-20 10:11:05,960,1362960,"Tug PILOT 745 SE",11992.548523578,960,"departure"
57.60663,11.69077,"Tug","PILOT 746 SE",2016-12-14 10:21:06,119,1369257,"Tug PILOT 746 SE",NA,NA,"arrival"
57.68192,11.87159,"Tug","PILOT 746 SE",2016-12-14 02:29:07,28319,1369258,"Tug PILOT 746 SE",13648.8037335419,28319,"departure"
55.72799,21.07304,"Tug","PILOT DANGE",2016-12-14 20:01:06,121,1370177,"Tug PILOT DANGE",NA,NA,"arrival"
55.69197,21.12992,"Tug","PILOT DANGE",2016-12-14 19:55:06,360,1370178,"Tug PILOT DANGE",5366.86196421175,360,"departure"
54.41284,18.77338,"Tug","PILOT21",2016-12-15 22:21:07,115,1372177,"Tug PILOT21",NA,NA,"arrival"
54.41735,18.65637,"Tug","PILOT21",2016-12-15 22:19:07,115,1372178,"Tug PILOT21",7596.25649913532,120,"departure"
54.63776,19.98837,"Tug","PIONER",2016-12-20 09:33:02,720,1373826,"Tug PIONER",NA,NA,"arrival"
54.6325,19.90624,"Tug","PIONER",2016-12-20 09:01:01,1921,1373827,"Tug PIONER",5323.90361981762,1921,"departure"
57.66033,11.80551,"Tug","POLIS 59-3720",2016-12-19 17:29:07,118,1396984,"Tug POLIS 59-3720",NA,NA,"arrival"
57.67619,11.75885,"Tug","POLIS 59-3720",2016-12-19 17:27:05,120,1396985,"Tug POLIS 59-3720",3291.51584132647,122,"departure"
57.67645,11.74538,"Tug","POLSTJARNAN IV",2016-12-20 11:11:05,NA,1399830,"Tug POLSTJARNAN IV",NA,NA,"arrival"
57.68392,11.69271,"Tug","POLSTJARNAN IV",2016-12-20 10:59:05,720,1399831,"Tug POLSTJARNAN IV",3243.14664072541,720,"departure"
55.63623,20.80125,"Tug","POSEIDON I",2016-12-14 10:23:06,120,1411168,"Tug POSEIDON I",NA,NA,"arrival"
55.70381,21.12285,"Tug","POSEIDON I",2016-12-14 02:29:06,28440,1411169,"Tug POSEIDON I",21545.9071332764,28440,"departure"
59.90701,30.21803,"Tug","PROFESSOR LOGACHEV",2016-12-19 12:17:04,119,1424530,"Tug PROFESSOR LOGACHEV",NA,NA,"arrival"
59.90714,30.2182,"Tug","PROFESSOR LOGACHEV",2016-12-19 12:15:12,111,1424531,"Tug PROFESSOR LOGACHEV",17.3049468471712,112,"departure"
54.52128,18.58479,"Tug","R-20",2016-12-20 08:51:07,120,1434754,"Tug R-20",NA,NA,"arrival"
54.53327,18.57774,"Tug","R-20",2016-12-20 08:47:06,241,1434755,"Tug R-20",1410.28310376422,241,"departure"
54.59788,18.75448,"Tug","R3",2016-12-17 13:05:06,116,1440864,"Tug R3",NA,NA,"arrival"
54.53547,18.56106,"Tug","R3",2016-12-17 13:03:07,115,1440865,"Tug R3",14286.0381400094,119,"departure"
59.90933,30.06159,"Tug","RB-20",2016-12-15 16:41:05,118,1451270,"Tug RB-20",NA,NA,"arrival"
59.90551,30.08045,"Tug","RB-20",2016-12-15 16:39:05,119,1451271,"Tug RB-20",1135.32515717729,120,"departure"
54.64704,19.90765,"Tug","RB-394",2016-12-15 13:37:03,120,1452155,"Tug RB-394",NA,NA,"arrival"
54.63343,19.92976,"Tug","RB-394",2016-12-15 12:59:02,2281,1452156,"Tug RB-394",2079.47208589458,2281,"departure"
54.63713,19.89149,"Tug","RB-395",2016-12-16 09:33:03,194400,1452632,"Tug RB-395",NA,NA,"arrival"
54.65401,19.85177,"Tug","RB-395",2016-12-16 09:31:02,121,1452633,"Tug RB-395",3174.39387030884,121,"departure"
54.64635,19.90563,"Tug","RB-413",2016-12-15 12:29:03,119,1453396,"Tug RB-413",NA,NA,"arrival"
